movieId,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8,genre9,genre10,title,year,genre_count,avg_rating,rating_count
10,Action,Adventure,Thriller,,,,,,,,GoldenEye (1995),1995,3,3.42145763311516,28265
100001,Comedy,Drama,,,,,,,,,"Comic, The (1969)",1969,2,2.6666666666666665,3
100017,Drama,,,,,,,,,,Keep the Lights On (2012),2012,1,3.0,26
100048,Crime,Drama,,,,,,,,,Omar Killed Me (Omar m'a tuer) (2011),2011,2,3.35,10
100091,Drama,War,,,,,,,,,Hitler's Madman (1943),1943,2,3.0833333333333335,6
100096,Documentary,,,,,,,,,,Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe (2007),2007,1,3.3333333333333335,6
1001,Comedy,,,,,,,,,,"Associate, The (Associé, L') (1979)",1979,1,2.803030303030303,33
100106,Documentary,,,,,,,,,,"Pervert's Guide to Ideology, The (2012)",2012,1,3.768595041322314,242
100155,Documentary,,,,,,,,,,"Green Wave, The (2010)",2010,1,3.1666666666666665,3
100159,Comedy,,,,,,,,,,Sightseers (2012),2012,1,3.3521739130434782,230
100171,Adventure,Romance,,,,,,,,,"Angélique, marquise des anges (1964)",1964,2,2.9444444444444446,9
1002,Comedy,Romance,,,,,,,,,Ed's Next Move (1996),1996,2,3.5193798449612403,129
100232,Comedy,Drama,,,,,,,,,"Not with My Wife, You Don't! (1966)",1966,2,2.75,2
100246,Documentary,,,,,,,,,,Pretty Sweet (2012),2012,1,3.6666666666666665,3
100255,Comedy,,,,,,,,,,Confessions of a Driving Instructor (1976),1976,1,2.75,2
100287,Documentary,,,,,,,,,,Head Games (2012),2012,1,3.7916666666666665,12
100289,Documentary,,,,,,,,,,"Pink Ribbons, Inc. (2011)",2011,1,3.7666666666666666,15
1003,Drama,Thriller,,,,,,,,,Extreme Measures (1996),1996,2,3.1321381142098272,1506
100304,Action,Thriller,,,,,,,,,"Liability, The (2012)",2012,2,3.15,30
100322,Action,Comedy,Crime,,,,,,,,"Baytown Outlaws, The (2012)",2012,3,3.2314814814814814,54
100334,Drama,,,,,,,,,,Chouga (Shuga) (2007),2007,1,3.25,2
100372,Drama,,,,,,,,,,Miss Kicki (2009),2009,1,3.25,4
100385,Drama,,,,,,,,,,Midnight's Children (2012),2012,1,2.611111111111111,9
100401,Comedy,Romance,,,,,,,,,21 tapaa pilata avioliitto (2013),2013,2,3.017857142857143,28
100404,Crime,Drama,,,,,,,,,Rainy Dog (Gokudô kuroshakai) (1997),1997,2,3.5714285714285716,14
100415,Drama,,,,,,,,,,Days and Hours (Kod amidze Idriza) (2004),2004,1,3.25,2
100426,Drama,,,,,,,,,,"Bang Bang Club, The (2010)",2010,1,3.4473684210526314,38
100457,Action,Adventure,Thriller,,,,,,,,Game of Death (2010),2010,3,2.5,16
100463,Comedy,Drama,Romance,,,,,,,,Quackser Fortune Has a Cousin in the Bronx (1970),1970,3,3.8333333333333335,3
100465,Comedy,Musical,,,,,,,,,Can Heironymus Merkin Ever Forget Mercy Humppe and Find True Happiness? (1969),1969,2,2.0,1
100487,Drama,Fantasy,Romance,,,,,,,,Beautiful Creatures (2013),2013,3,3.247991967871486,498
100492,Action,Adventure,Comedy,War,,,,,,,Ten Tall Men (1951),1951,4,2.75,6
100496,Comedy,Drama,,,,,,,,,Knucklehead (2010),2010,2,2.0,2
100498,Action,Crime,Thriller,IMAX,,,,,,,"Good Day to Die Hard, A (2013)",2013,4,2.5877114870881566,1123
100505,Action,Adventure,Western,,,,,,,,Monte Walsh (2003),2003,3,3.423076923076923,13
100511,Documentary,,,,,,,,,,"House Is Black, The (1963)",1963,1,3.764705882352941,34
100515,Drama,War,,,,,,,,,War Witch (Rebelle) (2012),2012,2,3.4651162790697674,43
100527,Drama,Mystery,Romance,,,,,,,,Safe Haven (2013),2013,3,3.5891410048622365,617
100536,Crime,Horror,Mystery,,,,,,,,"Last Will of Dr. Mabuse, The (Testament du Dr. Mabuse, Le) (1933)",1933,3,3.6666666666666665,3
100538,Drama,Musical,,,,,,,,,"Blue Angel, The (1930)",1930,2,3.35,20
100559,Drama,,,,,,,,,,"Match King, The (1932)",1932,1,3.25,2
100581,Documentary,,,,,,,,,,Room 237 (2012),2012,1,3.2020833333333334,240
100593,Documentary,,,,,,,,,,Benji (2012),2012,1,3.5,17
100613,Drama,,,,,,,,,,Saving Lincoln (2013),2013,1,3.5,2
100647,Documentary,,,,,,,,,,Helicopter String Quartet (1996),1996,1,2.5,4
100653,Documentary,,,,,,,,,,Salla: Selling the Silence (2010),2010,1,3.5,1
100717,Comedy,Drama,Romance,,,,,,,,"Oranges, The (2011)",2011,3,3.0272727272727273,55
100743,Crime,Thriller,,,,,,,,,Eye In The Sky (Gun chung) (2007),2007,2,2.357142857142857,7
100836,Comedy,Drama,,,,,,,,,Empty Nest (El nido vacío) (2008),2008,2,2.9166666666666665,6
100884,Documentary,,,,,,,,,,Holy Wars (2010),2010,1,4.0,1
1009,Adventure,Children,Fantasy,,,,,,,,Escape to Witch Mountain (1975),1975,3,3.1507673164661965,2411
101003,Documentary,,,,,,,,,,"Look, Up in the Sky! The Amazing Story of Superman (2006)",2006,1,3.4047619047619047,21
101058,Comedy,,,,,,,,,,East Meets West (Dung sing sai tsau 2011) (2011),2011,1,3.5,2
101064,Action,Romance,War,,,,,,,,Verboten! (1959),1959,3,3.0714285714285716,7
101072,Comedy,,,,,,,,,,"Unintentional Kidnapping of Mrs. Elfriede Ott, The (Die Unabsichtliche Entführung der Frau Elfriede Ott) (2010)",2010,1,3.111111111111111,9
101079,Drama,Romance,,,,,,,,,Kiss Me (Kyss Mig) (2011),2011,2,3.6847826086956523,46
101142,Adventure,Animation,Comedy,,,,,,,,"Croods, The (2013)",2013,3,3.359228650137741,1815
101156,Drama,Romance,,,,,,,,,This Movie Is Broken (2010),2010,2,1.75,2
101168,Comedy,,,,,,,,,,Wieners (2008),2008,1,2.264705882352941,17
101176,Documentary,,,,,,,,,,First Person Plural (2000),2000,1,3.0,1
101178,Action,,,,,,,,,,First Target (2000),2000,1,3.0,1
101188,Documentary,,,,,,,,,,Central Park (1990),1990,1,2.875,4
101197,Drama,,,,,,,,,,"Inheritance, The (Karami-ai) (1964)",1964,1,3.0,11
101214,Adventure,Drama,War,,,,,,,,Genghis Khan (1965),1965,3,2.6,5
101260,Comedy,Musical,,,,,,,,,StarStruck (2010),2010,2,3.077777777777778,90
101262,Comedy,,,,,,,,,,Geek Charming (2011),2011,1,3.324561403508772,114
101283,Comedy,,,,,,,,,,"Incredible Burt Wonderstone, The (2013)",2013,1,2.7794811320754715,424
101319,War,,,,,,,,,,Operation Daybreak (1975),1975,1,3.727272727272727,11
101322,Drama,War,,,,,,,,,"Crossing, The (2000)",2000,2,3.21875,16
101362,Action,Thriller,,,,,,,,,Olympus Has Fallen (2013),2013,2,3.1801685029163966,1543
101383,Action,Thriller,,,,,,,,,Blood Games (1990),1990,2,2.5,5
101405,Documentary,,,,,,,,,,Steep (2007),2007,1,3.6666666666666665,3
101413,Drama,,,,,,,,,,My Brother the Devil (2012),2012,1,3.022727272727273,22
101425,Drama,Musical,,,,,,,,,Company (2011),2011,2,3.95,20
101448,Comedy,,,,,,,,,,My Last Five Girlfriends (2009),2009,1,3.0833333333333335,6
101450,Drama,Romance,,,,,,,,,"Kiss, The (1929)",1929,2,3.3125,8
101476,Comedy,,,,,,,,,,Big Girls Don't Cry... They Get Even (Stepkids) (1992),1992,1,3.0,7
101531,Drama,,,,,,,,,,Phil Spector (2013),2013,1,3.0833333333333335,48
101585,Comedy,,,,,,,,,,Two Little Boys (2012),2012,1,3.3,5
101590,Drama,,,,,,,,,,"Beautiful Life, A (2008)",2008,1,3.6666666666666665,9
101592,Drama,Romance,,,,,,,,,"Bird of the Air, A (Loop, The) (2011)",2011,2,3.9166666666666665,6
101597,Comedy,Drama,,,,,,,,,"Bag of Hammers, A (2011)",2011,2,3.5681818181818183,22
101614,Drama,Sci-Fi,,,,,,,,,Riverworld (2010),2010,2,2.8461538461538463,13
