movieId,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8,genre9,genre10,title,year,genre_count,avg_rating,rating_count
100008,Documentary,,,,,,,,,,"Flaw, The (2011)",2011,1,3.5714285714285716,14
100040,Crime,Drama,Thriller,,,,,,,,True Blue (2001),2001,3,2.6666666666666665,3
100054,Drama,,,,,,,,,,Stella Maris (1918),1918,1,3.3,5
100060,Drama,,,,,,,,,,Sunny (Sseo-ni) (2011),2011,1,3.75,38
100062,Action,Drama,War,,,,,,,,My Way (Mai Wei) (2011),2011,3,3.548780487804878,41
100070,Comedy,,,,,,,,,,Punching the Clown (2009),2009,1,3.5384615384615383,13
100083,Comedy,,,,,,,,,,Movie 43 (2013),2013,1,2.3597972972972974,592
100087,Horror,,,,,,,,,,Night of the Demons 2 (1994),1994,1,2.923076923076923,26
100103,Drama,,,,,,,,,,Day and Night (Le jour et la nuit) (1997),1997,1,0.5,3
100108,Crime,Thriller,,,,,,,,,Parker (2013),2013,2,3.1691449814126393,538
100131,Comedy,,,,,,,,,,We the Party (2012),2012,1,1.5,2
100138,Drama,,,,,,,,,,"Simple Life, A (Tao jie) (2011)",2011,1,4.017857142857143,28
100157,Comedy,Drama,,,,,,,,,Gayby (2012),2012,2,3.0555555555555554,18
100161,Comedy,,,,,,,,,,Oppai Volleyball (Oppai barê) (2009),2009,1,3.25,2
100200,Comedy,War,,,,,,,,,Churchill: The Hollywood Years (2004),2004,2,2.2142857142857144,7
100238,Drama,,,,,,,,,,"Big Picture, The (L'homme qui voulait vivre sa vie) (2010)",2010,1,3.3392857142857144,28
100240,Drama,,,,,,,,,,"Woman's Face, A (En kvinnas ansikte) (1938)",1938,1,3.3,10
100244,Drama,,,,,,,,,,"East, The (2013)",2013,1,3.416918429003021,331
100257,Comedy,,,,,,,,,,Confessions from a Holiday Camp (1977),1977,1,2.0,1
100259,Drama,War,,,,,,,,,Kilometre Zero (Kilomètre zéro) (2005),2005,2,3.3333333333333335,3
100270,Drama,Romance,,,,,,,,,Love Loves Coincidences (2011),2011,2,3.411764705882353,17
100277,Drama,Romance,,,,,,,,,Tabu (2012),2012,2,3.5306122448979593,49
100294,Comedy,,,,,,,,,,Désiré (1992),1992,1,3.5,1
100328,Comedy,,,,,,,,,,Le grand soir (2012),2012,1,2.875,16
100347,Comedy,,,,,,,,,,Finding Joy (2013),2013,1,2.5,3
100359,Drama,Horror,Thriller,,,,,,,,"Haunting in Connecticut 2: Ghosts of Georgia, The (2013)",2013,3,2.8333333333333335,78
1004,Action,Thriller,,,,,,,,,"Glimmer Man, The (1996)",1996,2,2.667684996605567,1473
100436,Documentary,,,,,,,,,,"Gatekeepers, The (2012)",2012,1,3.8893805309734515,113
100440,Drama,Thriller,War,,,,,,,,Lore (2012),2012,3,3.553719008264463,121
100467,Action,Adventure,Comedy,Romance,,,,,,,"Pink Jungle, The (1968)",1968,4,3.0,2
100485,Comedy,Drama,Romance,,,,,,,,Unfinished Song (Song for Marion) (2012),2012,3,3.4,45
100503,Drama,,,,,,,,,,I Thank a Fool (1962),1962,1,2.5,2
100509,Animation,,,,,,,,,,Tale of Tales (Skazka skazok) (1979),1979,1,3.823943661971831,71
100517,Documentary,,,,,,,,,,"World Before Her, The (2012)",2012,1,3.6666666666666665,12
100519,Documentary,,,,,,,,,,A.K.A. Don Bonus (1995),1995,1,3.75,2
100529,Drama,,,,,,,,,,Elles (2011),2011,1,2.966666666666667,30
100534,Documentary,,,,,,,,,,In the Edges: The 'Grizzly Man' Session (2005),2005,1,3.5,1
100540,Documentary,,,,,,,,,,Bronies: The Extremely Unexpected Adult Fans of My Little Pony (2012),2012,1,3.2045454545454546,22
100562,Comedy,Drama,Romance,,,,,,,,"Goddess of 1967, The (2000)",2000,3,3.409090909090909,11
100567,Documentary,,,,,,,,,,PressPausePlay (2011),2011,1,3.8181818181818183,11
1006,Drama,,,,,,,,,,"Chamber, The (1996)",1996,1,3.2320028510334997,1403
100655,Documentary,,,,,,,,,,"Cost of Oil: Voices from the Arctic, The (2009)",2009,1,2.5,1
